,product_uid,material
999916,176394.0,Vinyl
999943,176395.0,Brass
999976,176396.0,Synthetic
1000020,176399.0,Steel
1000082,176402.0,Copper
1000116,176403.0,Fiberglass
1000128,176405.0,Particle Board
1000148,176406.0,Steel
1000178,176407.0,Laminate
1000179,176407.0,High Denisty Fiberboard (HDF)
1000212,176408.0,Powder-Coated Steel
1000270,176410.0,Manila
1000316,176411.0,Glass
1000336,176412.0,Steel
1000352,176412.0,Steel
1000431,176415.0,Glass
1000474,176417.0,Metal
1000589,176422.0,Leather
1000653,176425.0,Synthetic
1000698,176427.0,Stainless Steel
1000723,176428.0,Metal
1000762,176429.0,Ceramic
1000784,176430.0,Resin
1000828,176434.0,Vitreous China
1000846,176434.0,Medium Density Fiberboard (MDF)
1000862,176434.0,Granite
1000875,176435.0,Copper
1000878,176435.0,Brass
1000922,176437.0,Oil
1000975,176441.0,Steel
1001053,176444.0,Brass
1001084,176445.0,Vinyl
1001118,176446.0,Stainless Steel
1001200,176450.0,Particle Board
1001212,176450.0,Particle Board
1001241,176452.0,Cast Metal
1001262,176454.0,Other
1001289,176455.0,Metal
1001351,176457.0,Metal
1001365,176459.0,metal
1001366,176459.0,Nylon
1001392,176460.0,Material is vinyl not synthetic
1001397,176460.0,25
1001434,176461.0,Steel
1001520,176466.0,Wood
1001558,176467.0,Metal
1001578,176468.0,Metal
1001617,176469.0,Glass
1001642,176470.0,Metal
1001688,176472.0,Ceramic
1001744,176474.0,Foam
1001781,176475.0,Marble
1001821,176477.0,Synthetic/Microfiber
1001863,176478.0,Steel
1001892,176479.0,Vinyl
1001919,176480.0,Composite
1001981,176481.0,Wire
1001982,176481.0,Glass
1001998,176482.0,Stainless Steel
1002031,176483.0,Synthetic
1002042,176484.0,Metal
1002070,176486.0,Polyester
1002083,176487.0,Metal
1002102,176488.0,Metal
1002120,176489.0,resin
1002255,176494.0,Solid Wood
1002271,176495.0,Plastic
1002280,176495.0,Polypropylene
1002300,176496.0,Brass
1002347,176498.0,"Sponge Rubber Backing, Polyester Face"
1002352,176498.0,0
1002393,176500.0,Aluminum
1002415,176501.0,Aluminum
1002483,176505.0,Copper
1002534,176507.0,Iron
1002563,176508.0,Other
1002583,176509.0,Marble
1002660,176511.0,Synthetic
1002742,176516.0,Metal
1002778,176518.0,Steel
1002865,176522.0,Solid Brass
1002887,176523.0,Steel
1002936,176525.0,Plastic
1002965,176526.0,Metal
1002994,176527.0,Maple
1003012,176527.0,Maple
1003023,176528.0,Metal
1003035,176529.0,Fir
1003055,176530.0,Brass
1003155,176535.0,Stainless Steel and Plastic
1003170,176537.0,Thermoplastic
1003217,176541.0,Vinyl
1003236,176542.0,Plastic
1003257,176543.0,Exellan
1003262,176543.0,0
1003287,176544.0,Stainless Steel
1003386,176549.0,Plastic
1003398,176550.0,Plastic
1003411,176551.0,Wood
1003424,176552.0,Cast iron
1003429,176552.0,PVC
1003455,176553.0,Vinyl
1003472,176554.0,Steel
1003502,176555.0,Copper
1003556,176557.0,Acrylic
1003567,176558.0,PEX
1003572,176558.0,Plastic
1003591,176559.0,Aluminum
1003617,176560.0,Vitreous China
1003677,176563.0,Metal
1003691,176564.0,Galvanized Steel
1003734,176566.0,HDF (High Density Fiber-board)
1003753,176567.0,Wood
1003763,176567.0,Carbide
1003781,176568.0,Steel
1003835,176570.0,Laminate
1003836,176570.0,High Density Fiberboard (HDF)
1003847,176571.0,Composite
1003872,176571.0,Engineered stone composite
1003879,176572.0,Polyethylene
1003904,176573.0,Plastic
1003932,176574.0,Oil
1003956,176575.0,Wood
1003986,176576.0,Metal
1003994,176577.0,Porcelain
1004018,176577.0,Solid Wood
1004034,176577.0,Glass
1004048,176579.0,High-quality steel roll up pocket pipe; marine-grade double wrapped nylon rope
1004089,176581.0,Oil
1004107,176582.0,Metal
1004153,176584.0,Rubber
1004184,176586.0,Plastic
1004206,176587.0,Steel
1004279,176589.0,Metal
1004452,176596.0,Wool & Wool Blend
1004465,176597.0,Aluminum
1004514,176599.0,Synthetic
1004542,176600.0,Steel
1004555,176601.0,Brass
1004569,176602.0,Cast Metal
1004589,176603.0,Vitreous China
1004622,176604.0,Synthetic
1004704,176607.0,Ceramic
1004732,176608.0,Rubber
1004748,176609.0,Concrete
1004785,176611.0,Aluminum
1004845,176614.0,Hard plastic
1004868,176615.0,Resin
1004875,176615.0,Resin
1004881,176616.0,High Speed Steel
1004907,176617.0,Plastic
1004933,176618.0,Aluminum
1004948,176619.0,Metal
1004970,176620.0,Other
1004973,176620.0,Wood
1005036,176623.0,Oil
1005058,176624.0,Steel
1005122,176627.0,Plastic
1005149,176628.0,Concrete
1005204,176630.0,Resin
1005218,176631.0,Porcelain
1005242,176631.0,Solid Wood
1005258,176631.0,Marble
1005308,176633.0,Ceramic
1005319,176634.0,No
1005354,176635.0,Vinyl
1005366,176636.0,Plywood
1005385,176636.0,Birch
1005410,176637.0,Stainless Steel
1005458,176639.0,Steel
1005476,176640.0,Brass
1005478,176640.0,Brass
1005501,176641.0,Plastic
1005649,176649.0,Solid Wood
1005744,176651.0,Vinyl
1005748,176651.0,Stainless Steel
1005769,176652.0,Cast Iron
1005770,176652.0,Stainless Steel
1005800,176653.0,Cast Iron
1005831,176654.0,Water
1005855,176655.0,Polyurethane
1005926,176658.0,Wool & Wool Blend
1005941,176659.0,Fiberglass
1006009,176663.0,Glass
1006055,176666.0,Alloy
1006087,176667.0,Solid Wood
1006106,176668.0,Particle Board
1006118,176668.0,Particle Board
1006148,176669.0,Fabric
1006193,176671.0,Vinyl
1006209,176672.0,Steel
1006230,176673.0,Ceramic
1006231,176673.0,ceramic
1006252,176674.0,Fabric
1006348,176678.0,Polypropylene
1006369,176679.0,Leather
1006403,176680.0,Oil
1006447,176682.0,Polypropylene
1006499,176684.0,PVC
1006516,176685.0,Chrome
1006539,176687.0,Other
1006549,176687.0,Multi-Purpose
1006570,176688.0,Metal
1006593,176691.0,Stainless Steel
1006623,176692.0,Steel
1006696,176697.0,Brass
1006697,176697.0,Cast Metal
1006717,176698.0,Galvanized Steel
1006749,176699.0,Polyester
1006759,176699.0,100
1006780,176700.0,Wood
1006783,176700.0,Wood
1006808,176701.0,Wood
1006818,176703.0,High Speed Steel
1006847,176704.0,Aluminum
1006895,176707.0,High Speed Steel
1006985,176711.0,Metal
1007064,176713.0,Oil
1007098,176714.0,Porcelain
1007126,176716.0,Wood
1007150,176717.0,Cement
1007160,176717.0,Steel
1007214,176719.0,Plastic
1007254,176721.0,Aluminum
1007256,176721.0,Acrylic
1007305,176724.0,Steel
1007333,176725.0,Metal
1007365,176726.0,composite wood timbers and plastic corner brackets
1007384,176727.0,Aluminum
1007414,176729.0,Brass
1007415,176729.0,Solid Brass
1007432,176731.0,Steel
1007464,176735.0,Synthetic fiber
1007471,176736.0,Steel
1007484,176737.0,Vinyl
1007506,176738.0,Steel
1007532,176739.0,Metal
1007587,176742.0,Metal
1007622,176744.0,Plastic
1007646,176746.0,Aluminum
1007703,176749.0,Steel
1007739,176751.0,Zinc
1007778,176752.0,Natural Stone
1007788,176753.0,Plastic
1007803,176754.0,Vitreous China
1007834,176756.0,Stainless Steel
1007903,176759.0,ABS
1007907,176759.0,Acrylonitrile Butadiene Styrene (ABS)
1007935,176760.0,Composite
1007961,176761.0,Acrylic
1007969,176762.0,PVC
1008106,176770.0,Wood
1008107,176770.0,Rubber
1008145,176771.0,Porcelain
1008153,176772.0,Plastic
1008206,176774.0,Laminate
1008207,176774.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
1008262,176776.0,Wood
1008347,176779.0,Aluminum
1008360,176780.0,Composite
1008391,176781.0,Polypropylene
1008417,176783.0,Carbide
1008456,176784.0,Steel
1008578,176789.0,Plywood
1008596,176789.0,Birch
1008632,176790.0,Glass
1008657,176791.0,50
1008658,176791.0,Synthetic
1008753,176794.0,Composite
1008826,176799.0,Plastic
1008837,176800.0,Carbide
1008865,176801.0,Wood
1008976,176807.0,Particle Board
1008991,176807.0,Particle Board
1009055,176810.0,Plastic
1009068,176811.0,Composite
1009075,176811.0,Composite
1009088,176812.0,Composite
1009104,176812.0,Particle Board
1009120,176812.0,Engineered stone composite
1009148,176814.0,Ceramic
1009219,176817.0,Steel
1009232,176818.0,Galvanized Steel
1009256,176819.0,Polyester
1009257,176819.0,Metal/Wood
1009258,176819.0,"Metal, wood, vinyl"
1009284,176820.0,Manufactured from certified Environmentally Preferred laminated particle panels.
1009285,176820.0,Wood
1009310,176821.0,Cross-Linked Polyethylene (PEX)
1009430,176827.0,Wood
1009439,176827.0,Wood
1009458,176828.0,Cast Iron
1009533,176829.0,Porcelain
1009602,176832.0,Wood
1009647,176834.0,Plastic
1009656,176835.0,Wood
1009696,176837.0,Powder-Coated Steel
1009724,176838.0,Stone
1009744,176840.0,Metal
1009780,176842.0,Glass
1009793,176845.0,PVC
1009798,176845.0,PVC
1009833,176846.0,Oil
1009885,176849.0,Steel
1009955,176852.0,Acrylonitrile Butadiene Styrene (ABS)
1010029,176855.0,100% PVC
1010035,176855.0,0
1010089,176857.0,Glass
1010151,176860.0,metal
1010185,176861.0,Glow-in-the-Dark Self-Stick Polyester
1010194,176862.0,Plastic
1010211,176863.0,Nylon
1010258,176864.0,Ceramic
1010297,176866.0,Wool & Wool Blend
1010323,176867.0,Foam
1010324,176867.0,Resin
1010366,176869.0,Steel
1010438,176873.0,Metal
1010459,176874.0,Brass
1010515,176877.0,Synthetic
1010549,176879.0,Nylon
1010554,176879.0,0
1010587,176880.0,Fiberglass
1010658,176882.0,Brass
1010758,176886.0,No Shelf
1010759,176886.0,Glass
1010879,176891.0,Vitreous China
1010898,176891.0,Granite
1010923,176892.0,Steel
1010969,176894.0,Steel
1011031,176897.0,poplar
1011107,176900.0,Stainless Steel
1011136,176901.0,Wood
1011157,176902.0,Wood
1011159,176902.0,"MDF WITH BIRCH VENEER, 5mm TEMPERED GLASS DOOR, Ball Bearing Mechanism for the Sliding Doors."
1011160,176902.0,Wood
1011233,176904.0,Glow-in-the-Dark Self-Stick Polyester
1011254,176905.0,Acrylic
1011279,176906.0,Brass
1011286,176907.0,Die-Cast
1011322,176909.0,Brass
1011345,176910.0,Steel
1011373,176913.0,Composite
1011400,176913.0,Cultured Marble
1011422,176914.0,Wood solids and veneers over engineered wood substrate
1011493,176917.0,Glass
1011509,176918.0,Brass
1011577,176921.0,Metal
1011586,176922.0,Steel
1011692,176926.0,Laminate
1011693,176926.0,"Medium density fiberboard, paper, resin (both acrylic and melamine), polyurethane hot metal adhesive and olefin hot metal adhesive"
1011727,176928.0,Steel
1011742,176928.0,Steel
1011761,176929.0,PVC
1011808,176930.0,Metal
1011823,176931.0,Wood
1011830,176931.0,Wood
1011913,176934.0,Bamboo
1011944,176936.0,Steel
1011969,176937.0,Steel
1012000,176938.0,Copper
1012030,176940.0,Vinyl
1012051,176941.0,Steel
1012063,176942.0,Gold
1012072,176943.0,Steel
1012096,176944.0,Galvanized Steel
1012131,176945.0,Aluminum
1012150,176946.0,Metal
1012168,176947.0,Aluminum
1012228,176951.0,Steel
1012241,176951.0,Laminate
1012272,176953.0,Vinyl
1012291,176954.0,Polyester
1012325,176955.0,Latex
1012344,176956.0,Other
1012375,176957.0,Wool & Wool Blend
1012388,176958.0,Steel
1012429,176959.0,Ceramic
1012456,176960.0,Vinyl
1012532,176963.0,Acrylic
1012556,176963.0,Medium Density Fiberboard (MDF)
1012575,176963.0,Solid-surface materials
1012635,176966.0,Wood
1012665,176968.0,Cardboard
1012666,176968.0,Proprietary
1012678,176969.0,Plastic
1012699,176970.0,Fiberboard
1012714,176971.0,Steel
1012755,176973.0,Steel
1012773,176974.0,Metal
1012793,176975.0,Wood
1012822,176976.0,Stainless Steel
1012884,176978.0,Synthetic
1012906,176979.0,Vinyl
1012933,176980.0,Oil
1012939,176981.0,Plastic
1012969,176982.0,PVC
1013083,176989.0,Galvanized Steel
1013090,176990.0,Steel
1013103,176990.0,Multi-Purpose
1013141,176991.0,Wood
1013196,176993.0,Cotton
1013294,176997.0,Latex
1013310,176998.0,PVC
1013384,177002.0,Metal
1013391,177002.0,Wrought Iron
1013407,177003.0,Plastic
1013447,177006.0,Nylon
1013505,177008.0,Plastic
1013550,177010.0,Ceramic
1013610,177013.0,Copper
1013641,177014.0,Other
1013660,177014.0,Medium Density Fiberboard (MDF)
1013676,177014.0,Marble
1013697,177015.0,Wood
1013746,177018.0,Plastic
1013853,177022.0,Metal
1013877,177023.0,Epoxy/2 part
1013952,177027.0,Memory Foam
1013975,177028.0,Steel
1014016,177030.0,Brass
1014030,177031.0,Aluminum
1014046,177032.0,Metal
1014065,177033.0,Steel
1014131,177036.0,Steel
1014161,177038.0,Plastic
1014178,177039.0,Steel
1014305,177043.0,Urethane
1014327,177046.0,Steel
1014352,177047.0,Rubber
1014371,177048.0,Polyethylene
1014391,177049.0,Galvanized Steel
1014408,177050.0,Metal
1014440,177051.0,Composite
1014456,177052.0,Cast Metal
1014478,177053.0,Aluminum
1014528,177056.0,Aluminum
1014530,177056.0,Polyester
1014532,177056.0,Polyester
1014561,177057.0,Glass
1014578,177058.0,Steel
1014596,177059.0,Cotton
1014635,177060.0,Metal
1014684,177063.0,Stainless Steel
1014708,177065.0,Metal
1014754,177067.0,Aluminum
1014779,177068.0,Brass
1014828,177070.0,Wood
1014916,177074.0,Cast-Iron
1014949,177075.0,Water
1014961,177076.0,Composite
1014980,177076.0,Maple
1015064,177079.0,Cast Iron
1015152,177082.0,Synthetic
1015183,177083.0,Metal
1015209,177085.0,Polyethylene
1015239,177087.0,Thermoplastic
1015285,177089.0,PVC
1015370,177093.0,Carbide
1015406,177094.0,Vinyl
1015445,177096.0,Plastic
1015467,177097.0,Metal
1015507,177099.0,Concrete
1015535,177100.0,Water
1015569,177101.0,Stainless Steel
1015601,177102.0,Aluminum
1015633,177103.0,Cloth
1015672,177104.0,Ceramic
1015696,177106.0,Poly Lactic Acid (PLA)
1015717,177107.0,Steel
1015734,177108.0,Galvanized Steel
1015784,177111.0,Wood
1015815,177113.0,Composite
1015855,177115.0,Metal
1015867,177116.0,Wood
1015937,177119.0,Wire
1015938,177119.0,Glass
1015985,177121.0,Laminate
1016002,177122.0,Steel
1016087,177125.0,Steel
1016109,177126.0,Aluminum
1016139,177129.0,Powder-Coated Steel
1016168,177130.0,Leather
1016225,177133.0,Plywood
1016242,177133.0,Birch
1016275,177134.0,Stainless Steel
1016296,177135.0,Galvanized Steel
1016316,177136.0,Wood
1016326,177136.0,Other Wood
1016392,177139.0,Particle Board
1016468,177142.0,Steel
1016488,177143.0,Aluminum
1016522,177144.0,Steel
1016540,177145.0,Galvanized Steel
1016579,177147.0,Wire
1016595,177148.0,Metal parts
1016805,177156.0,Water
1016826,177157.0,Metal
1016865,177158.0,Ceramic
1016965,177164.0,Plastic
1016997,177166.0,Fiberglass
1017026,177167.0,Stainless Steel
1017044,177168.0,Glass
1017074,177169.0,Steel
1017116,177171.0,Zinc Coated
1017117,177171.0,Galvanized Steel
1017160,177173.0,Acrylic
1017171,177174.0,Steel
1017181,177174.0,Wood
1017209,177176.0,Glass
1017274,177178.0,Ceramic
1017328,177180.0,Wood
1017379,177183.0,Fiberglass
1017398,177184.0,Steel
1017461,177186.0,Wool & Wool Blend
1017481,177187.0,Plastic
1017492,177188.0,PVC
1017498,177188.0,PVC
1017596,177193.0,Gold
1017619,177194.0,Steel
1017641,177195.0,Metal
1017669,177196.0,Other
1017774,177201.0,Composite
1017782,177201.0,Composite
1017836,177203.0,Hickory
1017855,177204.0,Laminate
1017856,177204.0,"Medium Density Fiberboard, paper, resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive"
1017878,177205.0,Synthetic fiber
1017896,177206.0,Vinyl
1017913,177207.0,Composite
1017931,177207.0,Hickory
1017965,177208.0,Wood
1017994,177209.0,Fiberglass
1018010,177211.0,Steel
1018048,177213.0,Steel
1018094,177215.0,Metal
1018125,177216.0,Composite
1018217,177219.0,Steel
1018263,177221.0,Metal
1018284,177222.0,Other
1018285,177222.0,Plastic
1018334,177224.0,Composite
1018342,177224.0,Composite
1018432,177228.0,Glass
1018450,177229.0,Resin
1018482,177230.0,Solid Brass
1018494,177231.0,Nylon
1018502,177231.0,Plastic
1018519,177233.0,Wood
1018527,177233.0,Wood
1018544,177235.0,wood
1018672,177241.0,Birch
1018708,177243.0,Foam
1018709,177243.0,Eucalyptus
1018723,177243.0,Wood
1018769,177245.0,Vinyl
1018808,177247.0,Cast Iron
1018875,177249.0,Other
1018888,177249.0,Multi-Purpose
1018945,177251.0,Multi-Purpose
1018977,177252.0,Oil
1018998,177253.0,Plastic
1019057,177255.0,Cotton
1019121,177258.0,Steel
1019134,177259.0,Steel
1019230,177263.0,Synthetic
1019242,177264.0,Plastic
1019265,177265.0,Wood
1019312,177267.0,Vitreous China
1019328,177267.0,Solid Wood
1019344,177267.0,Marble
1019362,177268.0,Metal
1019372,177270.0,Black malleable iron
1019376,177270.0,Steel
1019404,177271.0,Acrylic
1019426,177272.0,Stainless Steel
1019467,177273.0,Water
1019491,177274.0,Nylon
1019542,177276.0,Plastic
1019627,177279.0,Fabric
1019657,177280.0,Acrylic
1019685,177281.0,Vitreous China
1019720,177282.0,Fiberglass
1019742,177283.0,Plastic
1019757,177284.0,Rubber
1019793,177286.0,Bamboo
1019813,177288.0,Steel
1019844,177289.0,Laminate
1019845,177289.0,Wood
1019885,177291.0,Stainless Steel
1019933,177292.0,PVC
1020017,177296.0,Brass
1020019,177296.0,Brass
1020038,177297.0,Aluminum
1020072,177298.0,Synthetic
1020079,177299.0,Aluminum
1020098,177300.0,Metal
1020172,177304.0,Steel
1020227,177306.0,Plastic
1020280,177308.0,PEX
1020286,177308.0,Copper
1020307,177309.0,Other
1020322,177310.0,Diamond
1020333,177310.0,Stone
1020361,177311.0,Glass
1020403,177312.0,Travertine
1020511,177317.0,Fiberglass
1020522,177318.0,Steel
1020525,177318.0,Brass
1020548,177319.0,Rubber
1020563,177320.0,Thermoplastic
1020590,177322.0,Vitreous China
1020648,177325.0,Medium Density Fiberboard (MDF)
1020664,177325.0,Marble
1020709,177327.0,Steel
1020725,177328.0,Copper
1020768,177329.0,Brass
1020840,177334.0,Oil
1020894,177337.0,Steel
1020936,177338.0,Metal
1020998,177340.0,Ceramic
1021010,177341.0,Cast Metal
1021026,177342.0,Metal
1021044,177344.0,Composite
1021062,177344.0,Hickory
1021096,177345.0,Plastic
1021150,177348.0,Polypropylene
1021229,177351.0,Copper & Zinc
1021269,177352.0,Acrylic
1021288,177354.0,Mahogany
1021310,177355.0,Wood
1021364,177358.0,Wood
1021365,177358.0,Wood and Leather
1021398,177359.0,Vinyl
1021455,177361.0,Cast Iron
1021528,177364.0,Stainless Steel
1021574,177366.0,Multi-Purpose
1021577,177366.0,Plastic
1021598,177367.0,Steel
1021614,177368.0,Composite
1021665,177371.0,Metal
1021699,177372.0,Steel
1021781,177377.0,Steel
1021809,177378.0,Steel
1021937,177384.0,Oil
1021958,177385.0,Vitreous China
1021980,177386.0,Wood
1021986,177386.0,Molded Wood
1022007,177387.0,Steel
1022117,177391.0,Metal
1022142,177392.0,Ceramic
1022159,177393.0,Galvanized Steel
1022218,177396.0,Composite
1022233,177397.0,Galvanized Steel
1022248,177398.0,Other
1022264,177398.0,Plywood
1022283,177398.0,Engineered stone composite
1022308,177400.0,Steel
1022355,177402.0,Steel wool
1022366,177403.0,Fiberglass
1022380,177404.0,Poly Lactic Acid (PLA)
1022409,177405.0,Aluminum
1022573,177410.0,Metal
1022641,177413.0,Vinyl
1022716,177415.0,Water
1022734,177416.0,Aluminum
1022793,177418.0,Vinyl
1022870,177420.0,Ceramic
1022912,177423.0,Steel
1022921,177423.0,Wood
1022947,177424.0,Acrylic
1022991,177426.0,Vitreous China
1023014,177428.0,Stainless Steel
1023042,177429.0,Aluminum
1023046,177429.0,Glass
1023079,177430.0,Vitreous China
1023099,177431.0,Other
1023110,177431.0,Medium Density Fiberboard (MDF)
1023126,177431.0,Granite
1023169,177433.0,Vitreous China
1023197,177434.0,Oil
1023251,177436.0,Oil
1023279,177437.0,Polyester
1023313,177439.0,Other
1023334,177440.0,Stainless Steel
1023385,177442.0,Other
1023400,177443.0,Steel
1023408,177443.0,Plastic
1023432,177446.0,Porcelain
1023456,177446.0,Solid Wood
1023475,177446.0,Glass
1023493,177447.0,Pine
1023546,177450.0,Steel
1023557,177451.0,Metal
1023568,177452.0,Metal
1023577,177454.0,Composite
1023596,177454.0,Hickory
1023687,177456.0,Nylon
1023692,177456.0,Stainless Steel
1023703,177457.0,Composite
1023803,177460.0,Steel
1023856,177462.0,Composite
1023877,177463.0,PVC
1023960,177467.0,Porcelain
1023981,177467.0,Solid Wood
1024000,177467.0,Porcelain
1024021,177468.0,Composite
1024114,177471.0,Synthetic
1024125,177472.0,Resin
1024155,177475.0,Nylon
1024189,177477.0,Brass
1024201,177478.0,Brass
1024214,177479.0,Metal
1024283,177482.0,Cast Metal
1024307,177483.0,Metal
1024322,177485.0,Metal
1024335,177486.0,Metal
1024370,177488.0,Laminate
1024371,177488.0,High Density Fiberboard (HDF)
1024388,177489.0,Porcelain
1024405,177489.0,Solid Wood
1024422,177489.0,Porcelain
1024440,177490.0,PVC
1024477,177492.0,Steel
1024494,177493.0,Metal
1024579,177497.0,Manufactured from certified Environmentally Preferred laminated particle panels.
1024580,177497.0,Wood
1024625,177498.0,Fabric
1024669,177501.0,Copper
1024674,177501.0,Copper
1024696,177502.0,PVC
1024713,177503.0,Metal
1024746,177505.0,Steel
1024765,177505.0,Other
1024786,177506.0,0
1024834,177508.0,PVC
1024847,177510.0,Vitreous China
1024866,177510.0,Granite
1024879,177511.0,Laminate
1024970,177515.0,Plastic
1025030,177518.0,Steel
1025037,177519.0,High Speed Steel
1025044,177519.0,"Wood, Metal, Plastic"
1025067,177520.0,Steel
1025115,177521.0,Ceramic
1025136,177523.0,Oil
1025169,177524.0,Water
1025185,177525.0,Polypropylene
1025213,177526.0,Glass
1025233,177527.0,Steel
1025249,177528.0,Aluminum
1025288,177529.0,Fiberglass
1025304,177530.0,Bamboo
1025320,177531.0,Steel
1025355,177533.0,Aluminum
1025357,177533.0,Aluminum
1025359,177533.0,Acrylic
1025377,177534.0,Metal
1025397,177535.0,High Density Fiberboard (HDF)
1025429,177538.0,Other
1025467,177539.0,Aluminum
1025493,177541.0,Steel
1025516,177542.0,Thermoplastic
1025658,177548.0,Particle Board
1025671,177548.0,Birch
1025699,177549.0,HDPE(High Density Polethylene)
1025700,177549.0,Plastic
1025785,177552.0,Solid Brass
1025804,177553.0,Wood
1025873,177557.0,Cast Iron
1025940,177559.0,Metal
1025955,177560.0,PEX
1026041,177564.0,Plastic
1026094,177565.0,Glass
1026095,177565.0,Glass
1026158,177567.0,Metal
1026183,177569.0,Other
1026202,177570.0,Other
1026229,177571.0,Vinyl
1026282,177573.0,Synthetic
1026349,177576.0,Galvanized Steel
1026369,177577.0,Plastic
1026445,177579.0,Stainless Steel
1026486,177580.0,Ceramic
1026537,177582.0,Aluminum
1026597,177584.0,Steel
1026619,177585.0,Metal
1026620,177585.0,Metal
1026645,177586.0,Steel
1026661,177587.0,Foam
1026695,177588.0,Synthetic
1026737,177591.0,Fabric
1026774,177592.0,Metal
1026804,177594.0,Polyfiber
1026944,177599.0,Steel
1027019,177603.0,Oak
1027037,177603.0,Oak
1027044,177606.0,Vitreous China
1027063,177606.0,Medium Density Fiberboard (MDF)
1027079,177606.0,Marble
1027108,177608.0,Plastic
1027177,177611.0,Metal
1027263,177614.0,Synthetic
1027297,177615.0,Acrylic
1027323,177616.0,Plastic
1027362,177619.0,Vitreous China
1027384,177620.0,Metal
1027482,177624.0,Fiberglass
1027502,177625.0,Aluminum
1027556,177627.0,Metal
1027580,177628.0,Steel
1027623,177631.0,Metal
1027651,177633.0,Porcelain-Coated Steel
1027721,177635.0,Medium Density Fiberboard (MDF)
1027769,177636.0,Ceramic
1027782,177637.0,Steel
1027807,177638.0,Steel
1027841,177640.0,Polyethylene
1027854,177641.0,Steel
1027869,177642.0,Aluminum
1027889,177643.0,Copper
1027914,177644.0,Steel
1027917,177644.0,Brass
1027933,177645.0,Particle Board
1027946,177645.0,Particle Board
1028030,177647.0,Ceramic
1028132,177651.0,Steel
1028184,177653.0,Vinyl
1028257,177655.0,Metal
1028278,177656.0,Plastic
1028366,177660.0,Stainless Steel
1028458,177663.0,Ceramic
1028470,177664.0,Aluminum
1028545,177667.0,Vitreous China
1028650,177670.0,PVC
1028686,177671.0,Water
1028761,177675.0,Steel
1028774,177675.0,Fiberglass
1028814,177677.0,Steel
1028858,177679.0,Quartz
1028918,177681.0,HDF Core
1028919,177681.0,Laminate
1028945,177682.0,Plastic
1028957,177683.0,Laminate
1028978,177683.0,Thermofoil
1029011,177684.0,Olefin
1029040,177685.0,Porcelain
1029059,177686.0,Steel
1029128,177689.0,Galvanized malleable iron
1029131,177689.0,Iron
1029167,177690.0,Acrylic
1029188,177691.0,Plywood
1029205,177691.0,Birch
1029226,177692.0,PVC
1029231,177692.0,PVC
1029261,177693.0,Cast Metal
1029276,177695.0,Aluminum
1029308,177696.0,PVC
1029364,177700.0,Ceramic
1029382,177701.0,Solid Brass
1029388,177703.0,Steel
1029485,177708.0,Plywood
1029504,177708.0,Birch
1029608,177712.0,Quartz
1029666,177715.0,Cement
1029701,177717.0,Plastic
1029728,177718.0,Ceramic
1029775,177720.0,Steel
1029778,177720.0,Brass
1029843,177723.0,Brass
1029862,177724.0,Concrete
1029955,177727.0,Steel
1029983,177728.0,Cardboard
1029984,177728.0,Proprietary
1030006,177729.0,"Brass, Plastic"
1030027,177730.0,Metal
1030051,177731.0,Cast Iron
1030123,177733.0,polyethylene
1030161,177735.0,Steel
1030180,177740.0,Metal
1030219,177742.0,Fabric
1030278,177744.0,HDF (High Density Fiber-board)
1030317,177745.0,Plywood
1030340,177746.0,Other
1030341,177746.0,Brass
1030361,177747.0,Rubber
1030385,177748.0,Vitreous China
1030412,177750.0,Zinc Coated
1030413,177750.0,Galvanized Steel
1030449,177752.0,Brass
1030452,177752.0,Brass
1030494,177754.0,Metal/Wood
1030503,177754.0,Other Wood
1030518,177755.0,Wood
1030591,177758.0,Steel
1030615,177759.0,Acrylic
1030637,177761.0,Plastic
1030660,177762.0,Polyfiber
1030664,177762.0,Wood
1030665,177762.0,Constructed of Solid Asian Rubberwood
1030676,177762.0,Other Wood
1030738,177765.0,Composite
1030802,177768.0,Fireclay
1030815,177769.0,Polypropylene
1030851,177770.0,Glass
1030981,177777.0,Other Wood
1031018,177778.0,Steel
1031108,177783.0,Copper
1031170,177785.0,Stainless Steel
1031212,177787.0,Cast Metal
1031267,177789.0,Porcelain
1031281,177789.0,Solid Wood
1031288,177789.0,Oak
1031302,177789.0,Porcelain
1031369,177791.0,Solid Brass
1031387,177792.0,PVC
1031407,177793.0,Other
1031450,177795.0,Acrylic
1031573,177802.0,Wire
1031630,177805.0,Polyfiber
1031716,177810.0,Steel
1031787,177814.0,Vinyl
1031815,177816.0,Composite
1031816,177816.0,Rubber
1031827,177817.0,copper/nickel
1031848,177818.0,Stainless steel
1031849,177818.0,Stainless Steel
1031889,177820.0,Laminate
1031939,177822.0,Solid Brass
1032030,177827.0,Vitreous China
1032113,177831.0,Wood
1032116,177831.0,Wood
1032169,177833.0,Galvanized Steel
1032238,177835.0,Polyurethane
1032345,177839.0,Wool & Wool Blend
1032372,177841.0,Composite
1032384,177842.0,Copper
1032386,177842.0,Brass
1032437,177844.0,Water
1032451,177845.0,Stainless Steel
1032466,177845.0,Wood
1032539,177848.0,Medium Density Fiberboard (MDF)
1032584,177850.0,Metal
